ID,SPREAD,H,MAT,SAG,BIL,COL,MAS,DUN,REC,LV
997,-12,-1,-19,-15,-31,-20,-24,-3,-16.66667,-7.5
998,-7,-1,29,38,15,37,39,23,12.5,-1.5
999,-7,-1,-23,-11,-27,-31,-17,-21,-30.35714,-8
1000,-9,-1,-30,-16,-12,-26,-18,-28,-29.16667,-13.5
1001,26,-1,21,15,18,37,22,19,33.33333,3.5
1002,-3,-1,-13,-24,6,3,-12,2,-12.5,-8
1003,-24,-1,1,-12,1,-11,-10,-12,-33.92857,-7.5
1004,-41,-1,-97,-101,-88,-99,101,100,-87.5,-38
1005,6,-1,8,1,-8,12,8,17,41.66667,-3
1006,1,-1,-36,-47,-33,-32,-37,-57,12.5,-19
1007,-21,-1,-1,-3,1,2,-5,-3,-22.22222,-14
1008,-24,-1,-1,-6,1,7,-2,-2,-8.33333,-5.5
1009,10,-1,-15,-13,6,-36,-27,23,-25,-4
1010,9,-1,10,17,4,-4,13,4,0,4.5
1011,3,-1,-38,-48,-27,-58,-59,-34,-37.5,-9.5
1012,16,-1,36,20,44,38,22,40,37.5,4.5
1013,-25,-1,-2,13,-25,29,19,-6,0,-8
1014,16,-1,16,27,12,6,22,11,12.5,14.5
1015,25,-1,15,20,36,29,27,40,50,13.5
1016,14,-1,57,35,28,44,34,59,54.16667,14.5
1017,-28,-1,40,38,21,38,51,41,12.5,5
1018,-30,-1,-61,-64,-60,-71,-70,-67,-54.16667,-22.5
1019,17,-1,48,46,56,66,55,41,37.5,6
1020,-4,-1,-9,-14,-9,-2,-13,-11,-22.22222,-10.5
1021,42,-1,19,19,-16,-12,11,17,0,0
1022,3,-1,53,61,34,51,45,55,30.55556,16.5
1023,-10,-1,-6,-6,1,-8,-11,-7,-31.94444,-6.5
1024,19,-1,28,42,16,52,48,33,50,4
1025,-4,-1,-61,-60,-72,-65,-58,-74,-37.5,-27
1026,7,-1,75,77,75,78,73,76,54.16667,32
1027,-21,-1,6,1,15,23,6,-2,-5.35714,-8.5
1028,-27,-1,-22,-21,-27,-14,-24,-45,-30.15873,-17.5
1029,-13,-1,-9,-4,-6,-6,-1,-6,-12.5,-11.5
1030,-32,-1,-82,-88,-64,-66,-90,-71,-55.55556,-26
1031,12,-1,15,14,5,30,16,15,44.44444,7.5
1032,-14,-1,37,40,20,15,40,38,-5.35714,4
1033,-18,-1,-12,-21,-8,-23,-20,9,-32.14286,-11
1034,14,-1,37,40,18,25,33,22,37.5,5
1035,20,-1,29,28,48,39,28,35,50,16
1036,5,-1,6,1,16,6,-6,4,4.16667,2.5
1037,-25,-1,55,61,22,62,67,71,26.98413,10.5
1038,-28,-1,-14,-21,3,-13,-22,-7,-25,-10
1039,-16,-1,-15,-6,-1,-13,1,-4,-6.94444,-6.5
1040,-23,-1,-87,-94,-76,-99,101,-87,-85.71429,-33.5
1041,-10,-1,21,32,14,4,12,35,-12.5,5.5
1042,-21,-1,-17,-5,-9,-10,2,4,-12.5,-1
1043,-5,-1,2,7,3,13,8,-2,0,-3.5
1044,3,-1,40,29,35,34,32,47,27.77778,10.5
1045,20,-1,-8,4,9,-34,-12,3,-12.5,4.5
1046,-27,-1,5,-6,13,4,2,31,0,-1
1047,13,-1,56,49,61,58,47,70,50,22
1048,-8,-1,-48,-47,-64,-40,-38,-52,-19.64286,-17.5
1049,14,-1,7,11,2,-3,4,-1,11.11111,1
1050,16,-1,62,68,59,56,61,77,40.27778,22
1051,-1,-1,-19,-27,-13,-26,-26,-15,-37.5,-6.5
1052,-9,-1,-8,-15,-11,8,-12,-6,4.16667,-9
1053,10,-1,-5,-11,13,12,6,18,12.5,-6
1054,-22,-1,3,5,-4,-17,2,2,-3.57143,1
1055,-53,-1,-20,-21,-10,-40,-29,-25,-33.33333,-10
1056,-28,-1,-20,-39,-17,-19,-31,-17,-14.28571,-15
1057,-10,-1,-15,-21,-9,-32,-24,-20,-37.5,-11.5
1058,-35,-1,-29,-33,-18,-17,-30,-35,-20.83333,-14
1059,23,-1,57,38,40,81,48,33,50,6.5
1060,-10,-1,-9,-23,-2,-6,-11,-24,-12.5,-9
1061,-18,-1,-27,-31,-35,-13,-27,-29,0,-10.5
1062,-6,-1,-34,-41,-27,-34,-34,-27,-37.5,-15.5
1063,14,-1,49,38,38,57,39,50,19.64286,7.5
1064,-51,-1,-35,-48,-40,-43,-47,-37,-25,-12
1065,-19,-1,50,40,57,61,46,63,50,13
1066,-7,-1,16,20,22,19,21,37,35.71429,7
1067,21,-1,13,7,-8,33,12,17,25,-2.5
1068,9,-1,14,23,12,14,21,9,25,2.5
1069,16,-1,56,57,27,51,55,50,37.5,6.5
1070,-12,-1,36,26,18,21,24,23,0,-2.5
1071,-6,-1,-68,-71,-38,-81,-80,-65,-50,-20
1072,-41,-1,-53,-68,-49,-74,-71,-56,-30.55556,-25.5
1073,10,-1,26,17,13,26,28,14,29.16667,1
1074,12,-1,91,102,69,94,100,92,77.77778,34
1075,-13,-1,-10,-2,-2,-12,-6,21,6.94444,1.5
1076,30,-1,40,36,35,40,32,29,7.14286,8
1077,1,-1,-19,-19,-18,-40,-25,-12,-37.5,-14
1078,-37,-1,-21,-27,-24,-8,-20,-32,-7.14286,-11
1079,27,-1,20,21,12,13,22,27,25,14
1080,8,-1,13,12,15,18,20,5,25,-2.5
1081,-34,-1,-63,-67,-47,-67,-63,-57,-37.5,-23.5
1082,-24,-1,-20,-21,-21,-20,-23,-15,-23.21429,-9.5
1083,-16,-1,-3,-8,-3,-7,-3,-4,-8.33333,-5.5
1084,-29,-1,-19,-1,-7,-7,-5,-13,-11.11111,-2.5
1085,15,-1,19,27,38,45,32,14,25,5
1086,-17,-1,-55,-56,-59,-55,-52,-62,-37.5,-18
1087,13,-1,53,48,29,48,50,42,34.92063,8
1088,-37,-1,-18,-19,-15,-19,-16,-19,-12.5,-14
1089,19,-1,11,9,10,6,6,13,12.5,6.5
1090,-5,-1,-27,-32,-7,-25,-26,-19,-12.5,-13.5
1091,24,-1,-42,-35,-19,-48,-34,-27,-31.94444,-14.5
1092,-7,-1,-42,-47,-50,-26,-45,-67,-25,-28
1093,2,-1,68,69,77,79,72,74,62.5,19
1094,16,-1,46,38,52,43,39,53,37.5,8
1095,8,-1,15,15,1,8,10,16,-4.16667,-5.5
1096,-42,-1,-60,-52,-30,-54,-53,-22,-37.5,-15.5
1097,7,-1,2,5,-4,1,6,9,11.11111,-1
1098,14,-1,-24,-38,-14,-23,-37,-35,-17.85714,-8
1099,4,-1,-55,-49,-44,-63,-62,-38,-48.88889,-11.5
1100,-8,-1,-18,-13,5,-6,-13,-24,-6.66667,-3
1101,-4,-1,-31,-34,-22,-6,-21,-31,4.16667,-12
1102,17,-1,-23,-21,-23,-39,-26,-19,-30.55556,-9.5
1103,-21,-1,-12,-9,-2,-10,-11,-13,-33.33333,-15.5
1104,-14,-1,38,30,38,29,32,32,26.38889,7.5
1105,-29,-1,-96,-92,-88,-91,-87,-84,-55.55556,-49
1106,25,-1,20,21,32,21,21,33,11.11111,13.5
1107,-14,-1,-40,-36,-30,-50,-46,-37,-44.44444,-10
1108,-3,-1,-2,-2,-6,-11,-3,5,-19.44444,-4.5
1109,37,-1,62,64,67,61,70,81,44.44444,21.5
1110,-3,-1,19,20,9,36,26,13,22.22222,3.5
1111,17,-1,85,87,68,100,101,81,88.88889,27
1112,-7,-1,41,29,19,9,24,27,3.33333,3
1113,13,-1,14,20,-12,30,29,-2,33.33333,-3
1114,26,-1,-9,-7,-26,-14,-10,-22,-4.44444,-10.5
1115,-24,-1,-42,-56,-36,-38,-42,-43,-22.22222,-14
1116,-38,-1,-79,-83,-68,-85,-90,-86,-68.88889,-31.5
1117,-32,-1,-14,-12,-29,-13,2,-13,2.5,-7
1118,-26,-1,-1,2,-2,2,3,2,11.11111,-9.5
1119,-3,-1,-25,-23,-24,-46,-31,-18,-40,-16
1120,2,-1,1,5,23,-9,8,17,0,3
1121,21,-1,16,13,10,30,25,9,33.33333,8
1122,-48,-1,-84,-90,-87,-86,-93,-89,-55.55556,-37
1123,3,-1,2,4,-3,10,11,-15,17.77778,-8
1124,14,-1,31,46,35,25,35,37,22.22222,11.5
1125,-39,-1,-48,-45,-45,-55,-49,-64,-44.44444,-33
1126,-33,-1,-12,-14,-18,-16,-15,-16,-37.5,-9
1127,-12,-1,33,29,26,30,38,19,22.22222,5
1128,4,-1,-3,-2,-13,-7,-6,-2,-12.22222,-6
1129,34,-1,69,69,58,66,67,71,44.44444,19.5
1130,-12,-1,-9,-13,-2,-2,-1,-17,22.22222,-5.5
1131,-16,-1,15,7,12,17,9,11,3.33333,3.5
1132,-19,-1,-56,-58,-44,-45,-50,-59,-25,-25
1133,-45,-1,-39,-43,-23,-44,-40,-20,-29.16667,-12.5
1134,-19,-1,-7,-4,7,-10,-8,-26,-14.44444,-8
1135,-24,-1,-31,-31,-24,-31,-30,-51,-25,-22
1136,-30,-1,-8,-4,-5,10,-6,-10,0,-6
1137,-10,-1,36,36,33,37,36,41,11.11111,9
1138,21,-1,36,33,25,34,35,51,18.05556,7
1139,5,-1,31,25,19,30,24,28,22.22222,7
1140,3,-1,31,32,22,18,20,13,11.11111,8.5
1141,20,-1,5,7,-3,13,4,4,6.94444,-3
1142,-3,-1,70,71,63,75,78,75,66.66667,30.5
1143,-4,-1,38,26,33,48,34,38,25,8
1144,37,-1,27,27,40,27,26,31,22.22222,7
1145,-51,-1,-52,-51,-44,-52,-48,-40,-24.44444,-16
1146,1,-1,-11,-17,-13,-13,-24,-16,-10,-8.5
1147,-24,-1,-2,-3,21,6,-2,-6,0,-8.5
1148,-13,-1,36,35,32,31,31,41,33.33333,4
1149,-3,-1,49,46,39,56,52,54,33.33333,9
1150,-17,-1,-13,-8,-38,-37,-29,5,-41.66667,-3.5
1151,-20,-1,-3,3,6,-5,2,-8,0,-1.5
1152,11,-1,28,33,18,43,34,12,30,3.5
1153,3,-1,30,35,15,29,33,22,10,2.5
1154,31,-1,5,-4,-1,8,-9,25,2.72727,-2.5
1155,2,-1,-12,-20,23,5,-6,3,27.77778,-8.5
1156,3,-1,-19,-19,-37,-16,-16,-17,0,-11
1157,-43,-1,-32,-37,-23,-52,-44,-23,-60,-33
1158,-18,-1,-31,-32,-23,-37,-32,-31,-26.66667,-10
1159,6,-1,5,3,4,7,4,5,30,2
1160,10,-1,68,78,47,67,82,65,50,14
1161,-38,-1,16,15,11,10,19,25,10,3
1162,-7,-1,6,7,-3,10,6,-1,0,-4.5
1163,7,-1,4,5,3,3,3,9,10,3
1164,3,-1,-21,-24,-2,-9,-25,-20,-11.11111,-5.5
1165,-3,-1,33,32,22,40,34,39,27.77778,9
1166,12,-1,35,32,32,40,35,30,26.66667,4
1167,-3,-1,16,20,15,10,13,6,3.63636,-3.5
1168,8,-1,19,18,10,11,20,21,10,2
1169,4,-1,81,77,63,79,82,80,60,20
1170,-5,-1,5,-3,4,18,4,-6,22.22222,-7
1171,-66,-1,-52,-59,-64,-57,-59,-65,-50,-25.5
1172,-7,-1,-6,4,4,-30,-4,-12,-30,3
1173,-14,-1,-53,-50,-49,-70,-59,-61,-33.33333,-17
1174,-17,-1,-23,-17,-8,-26,-20,-33,-25.45455,-8
1175,-13,-1,-24,-26,-20,-29,-25,-19,-27.77778,-12
1176,-22,-1,-55,-54,-32,-51,-55,-61,-30,-14
1177,-7,-1,-24,-24,-24,-28,-22,-33,-25.45455,-11.5
1178,-10,-1,50,54,30,35,46,49,16.66667,12.5
1179,20,-1,57,55,59,49,55,72,34.44444,20
1180,-11,-1,-8,-5,-3,-2,-8,2,0,-6
1181,-7,-1,1,2,-5,2,1,-7,1.81818,-1.5
1182,6,-1,49,49,36,44,39,49,20,13
1183,-55,-1,-77,-87,-76,-80,-84,-78,-45.55556,-33
1184,30,-1,25,33,18,1,23,25,0,13
1185,-51,-1,-50,-44,-12,-47,-44,-38,-30.30303,-16
1186,14,-1,13,11,12,16,13,10,17.5,3.5
1187,3,-1,11,17,33,7,14,25,0,5
1188,35,-1,30,37,12,32,35,31,17.77778,12.5
1189,-28,-1,-6,-12,-12,1,-18,-33,-10.10101,-11
1190,-10,-1,2,-12,-5,12,-8,-3,0,-6.5
1191,3,-1,-10,-4,-15,-26,-10,-14,-10,-6.5
1192,2,-1,2,4,16,-7,-5,12,-7.77778,-3
1193,4,-1,23,19,5,36,20,38,10,9
1194,55,-1,88,85,85,93,85,93,77.77778,29
1195,-10,-1,-59,-56,-35,-73,-61,-30,-40,-14
1196,-24,-1,21,27,21,38,32,12,20,-3.5
1197,-3,-1,-8,-2,-3,-15,-3,12,-10,-4
1198,-25,-1,62,63,38,68,68,54,50,11
1199,-24,-1,-45,-44,-24,-30,-33,-39,-20,-24
1200,-26,-1,29,32,11,50,46,25,34.54545,-1
1201,3,-1,40,37,25,39,33,18,30,14.5
1202,-31,-1,-74,-83,-63,-61,-83,-61,-50,-25
1203,-21,-1,-30,-27,-10,-22,-23,-46,-15.55556,-12
1204,-4,-1,8,6,11,14,2,22,11.81818,2.5
1205,-5,-1,38,43,33,49,41,34,30,10.5
1206,-15,-1,4,3,2,4,1,2,4.54545,1.5
1207,18,-1,71,72,42,73,72,76,40,22.5
1208,-3,-1,-11,-24,-1,-7,-19,-2,0,-5
1209,-3,-1,-6,-4,-26,-16,-10,-32,-24.54545,-5.5
1210,-37,-1,-9,-27,8,-8,-26,-16,-10,-14
1211,-32,-1,-36,-30,-42,-18,-24,-41,0,-10.5
1212,27,-1,18,14,15,14,10,12,10,4
1213,-28,-1,-49,-54,-32,-46,-57,-54,-30,-23
1214,8,-1,-30,-20,4,-63,-36,-16,-54.54545,-4.5
1215,31,-1,-24,-18,-17,-28,-22,-24,-20,0
1216,-32,-1,28,25,18,52,31,28,30,1.5
1217,-4,-1,-59,-61,-57,-49,-61,-63,-36.36364,-20
1218,27,0,-2,-4,-1,5,-4,2,0,-7
1219,-10,-1,-5,-11,7,-2,-11,-5,-6.36364,-6.5
1220,16,0,11,11,11,10,12,8,15.90909,8
1221,-55,-1,-81,-76,-67,-71,-74,-83,-43.63636,-31
1222,-1,0,-12,-34,-26,-20,-29,-5,-6.06061,-5.5
1223,-14,0,48,43,46,44,38,8,18.18182,5
1224,-20,0,-8,-6,-7,-4,2,2,0,3
1225,-6,0,35,43,45,15,32,37,-3.0303,9
1226,-18,0,-4,-12,-25,-10,-16,-21,-27.27273,-3
1227,24,0,9,7,2,6,5,6,2.27273,6.5
1228,4,0,26,31,34,21,31,36,27.27273,11
1229,-7,0,5,-4,28,6,7,17,0,3
1230,-10,0,-7,7,-13,-18,-1,5,-27.27273,3
1231,42,0,4,5,3,-4,9,18,0,-2.5
1232,-3,0,14,15,29,3,12,6,-11.36364,2
1233,-34,0,-13,-7,-1,12,-3,-32,18.18182,-8
1234,-6,0,-14,-15,-33,-5,-15,-18,0,-6
1235,-4,0,9,14,11,3,13,-1,0,3
1236,2,0,-2,-11,15,5,-12,-9,0,-4
1237,-1,0,3,3,5,2,2,2,1.51515,1
1238,21,0,-21,-16,-10,-19,-17,-31,-5.59441,-6
1239,-3,0,-1,-3,-3,-4,-3,-4,-6.81818,2
1240,3,0,-15,-19,-10,-8,-20,-10,0,-5
1241,-15,0,-1,-6,2,4,-7,-12,6.06061,-5
1242,-8,0,-16,-20,-15,-8,-22,-20,-9.09091,-14
1243,10,0,2,2,4,3,2,3,9.84848,4
1244,17,0,1,1,1,1,1,1,0,5.5
1245,17,-1,46,50,55,30,42,67,25,7
1246,-22,-1,-54,-62,-41,-45,-60,-49,-25,-22
1247,29,-1,24,32,10,41,26,17,50,9
1248,-19,-1,-24,-30,3,-39,-46,-6,-25,-14
1249,14,-1,90,85,70,90,89,85,100,17.5
1250,10,-1,-24,-20,-22,-19,-21,-14,5,-7
1251,-17,-1,6,11,11,-6,11,-2,-50,-1
1252,-21,-1,-43,-32,-41,-40,-36,-37,-20,-20
1253,-12,-1,-17,-3,-41,-48,-31,-38,-50,-14.5
1254,1,-1,-11,-7,-32,-5,-8,-21,-5,-11
1255,13,-1,11,23,-8,-29,8,3,10,-3.5
1256,-42,-1,-82,-83,-78,-69,-82,-69,-50,-42.5
1257,3,-1,1,1,-5,-21,3,9,-10,-5
1258,12,-1,23,30,18,36,50,33,5,10
1259,-11,-1,-22,-12,19,-47,-12,20,-50,0
1260,23,-1,-14,-40,-14,-11,-26,-12,0,-2.5
1261,38,-1,11,17,23,-7,24,39,0,3.5
1262,-7,-1,-3,-14,-8,-6,-22,-53,10,-9.5
1263,-7,-1,-17,-42,1,-23,-27,-8,15,-6
1264,7,-1,7,3,19,-15,-2,26,0,14.5
1265,-12,-1,10,5,-3,2,-2,-1,-5,-12.5
1266,30,-1,41,52,39,30,45,50,-6.66667,13.5
1267,-35,-1,22,19,-12,30,-11,12,35,-6
1268,7,-1,60,34,49,83,63,84,80,8.5
1269,-23,-1,6,24,-12,26,3,-3,20,-7
1270,-3,-1,-11,-27,-4,10,3,16,30,-6
1271,16,-1,52,21,41,34,50,27,35,7
1272,-42,-1,-73,-76,-60,-65,-53,-33,-55,-15
1273,-7,-1,30,29,23,25,22,27,20,11.5
1274,-24,-1,-34,-58,-56,-12,-31,-54,-40,-32
1275,8,-1,-17,-6,-20,-24,-23,-11,-60,-7.5
1276,-21,-1,-81,-78,-59,-82,-81,-50,-80,-37
1277,-2,-1,-17,-33,-31,-13,-19,-48,0,-10
1278,19,-1,31,5,16,47,24,11,35,-3.5
1279,41,-1,85,84,79,90,93,88,60,36.5
1280,-31,-1,1,2,-23,-4,-2,-14,-10,-8
1281,-7,-1,-10,-29,2,-37,-15,6,-50,-3
1282,22,-1,37,29,47,25,16,48,40,13.5
1283,7,-1,26,46,7,34,17,2,40,1
1284,10,-1,50,49,79,13,36,52,0,17
1285,-19,-1,44,51,13,38,15,22,25,-7
1286,-7,-1,-3,-21,-2,-13,-4,14,-40,-6
1287,-3,-1,-17,-24,11,-32,-30,-7,-15,6.5
1288,-5,-1,-56,-70,-30,-40,-40,-46,-40,-14
1289,-5,-1,-48,-60,-5,-64,-56,-24,-55,-9.5
1290,19,-1,10,14,2,5,1,5,0,-3
1291,3,-1,5,3,-5,-11,-17,8,-40,-4
1292,-27,-1,-9,-15,-30,-32,-39,-24,-16.66667,-10
1293,24,-1,14,5,8,5,1,15,0,5
1294,-41,-1,-60,-58,-50,-52,-81,-45,-30,-21
1295,30,-1,90,71,77,84,74,70,75,25
1296,3,-1,3,2,-6,9,-2,-4,40,-5
1297,-14,-1,-2,-5,-6,25,-8,23,43.33333,-5.5
1298,-31,-1,-34,-39,-38,-28,-41,-41,-2.85714,-18.5
1299,21,-1,28,30,32,27,34,29,16.66667,8
1300,13,-1,65,69,28,79,59,52,83.33333,7.5
1301,-2,-1,24,23,6,31,14,11,50,4
1302,-21,-1,-46,-43,-34,-57,-40,-26,-63.33333,-19.5
1303,-8,-1,-5,7,-19,-21,-6,-6,-30,-10
1304,22,-1,40,38,61,32,35,56,50,22
1305,-8,-1,20,17,-13,32,13,-13,20,-9
1306,-10,-1,24,26,9,38,36,32,60,10.5
1307,-18,-1,-7,-2,-17,-7,1,-10,0,-10.5
1308,-48,-1,-56,-66,-55,-79,-61,-55,-50,-26.5
1309,19,-1,42,39,56,25,41,43,21.42857,17
1310,-3,-1,-27,-34,-44,-17,-21,-28,-10,-10.5
1311,-1,-1,3,6,-42,11,-3,-13,20,-9.5
1312,-10,-1,-7,-8,-15,6,-14,-11,-16.66667,-10.5
1313,-8,-1,-1,10,14,-3,-8,4,-40,-8
1314,12,-1,47,55,8,49,45,37,50,4
1315,-7,-1,-1,-5,-11,10,4,11,10,-3
1316,-41,-1,-57,-48,-53,-79,-71,-52,-50,-34
1317,-35,-1,-73,-72,-59,103,-92,-69,-100,-36
1318,3,-1,-18,-15,-25,-3,-18,-24,6.66667,-9.5
1319,-6,-1,-45,-18,-38,-41,-48,-19,-50,-17
1320,11,-1,76,63,56,84,74,63,63.33333,19
1321,6,-1,41,47,47,57,58,64,26.66667,14
1322,-30,-1,-53,-54,-73,-47,-62,-46,-40,-38.5
1323,-14,-1,-23,-19,-44,-22,-30,-44,-40,-16.5
1324,-32,-1,-32,-33,-38,-47,-42,-42,-60,-21
1325,-3,-1,-3,-3,-4,-2,-6,-3,0,-10
1326,-18,-1,-19,-17,-8,-20,-20,-12,-30,-8.5
1327,4,-1,-31,-28,-40,-15,-28,-36,0,-21
1328,3,-1,41,36,28,36,37,45,6.66667,5
1329,-7,-1,13,2,14,27,24,18,30,-5.5
1330,28,-1,27,17,25,18,11,27,16.66667,9
1331,24,-1,25,28,47,14,36,47,0,10
1332,17,-1,12,20,44,6,31,47,0,13.5
1333,4,-1,-100,-98,-95,105,-96,-91,-100,-35.5
1334,21,-1,22,22,42,38,41,33,43.33333,7
1335,-4,-1,60,59,18,71,40,23,63.33333,-2.5
1336,-2,-1,3,-1,-14,9,2,-15,16.66667,-5
1337,-4,-1,28,29,-3,22,8,4,20,-3.5
1338,-25,-1,-77,-87,-74,-84,-92,-75,-80,-27
1339,-3,-1,1,2,13,9,5,-6,20,2.5
1340,10,-1,13,6,7,32,24,9,6.66667,0
1341,34,-1,72,77,67,81,79,82,66.66667,21.5
1342,3,-1,64,54,51,73,66,55,80,21
1343,-6,-1,-24,-25,-22,-17,-24,-21,-16.66667,-15.5
1344,21,-1,59,44,61,65,48,68,50,11
1345,-17,-1,-35,-42,-39,-32,-35,-48,-33.33333,-17.5
1346,-13,-1,-33,-28,-70,-43,-57,-55,-23.80952,-25.5
1347,-3,-1,-63,-56,-73,-62,-67,-63,-46.66667,-25
1348,-32,-1,-66,-67,-58,-92,-85,-66,-85.71429,-30
1349,-10,-1,-21,-27,-30,-28,-19,-16,-33.33333,-17.5
1350,32,-1,68,60,56,72,72,47,66.66667,28
1351,-5,-1,-29,-24,-12,-30,-26,-9,-14.28571,-2.5
1352,-16,-1,51,43,48,73,51,44,57.14286,7
1353,-34,-1,-16,-31,-36,1,-12,-41,16.66667,-10
1354,27,-1,5,12,10,6,7,3,2.38095,13
1355,2,-1,3,-4,10,9,12,15,11.90476,1.5
1356,22,-1,-7,-18,8,-6,-20,-6,-16.66667,7
1357,-33,-1,-57,-63,-51,-54,-59,-74,-14.28571,-24
1358,-11,-1,-12,-6,-11,-16,-28,-34,-16.66667,-14
1359,-45,-1,-60,-55,-67,-68,-75,-59,-66.66667,-34
1360,-21,-1,-29,-32,-20,-33,-35,-31,-16.66667,-20.5
1361,-15,-1,14,17,-6,24,-5,-4,33.33333,-7.5
1362,-38,-1,-89,-91,-89,-87,-88,-85,-52.38095,-33.5
1363,-3,-1,-32,-40,-33,-39,-30,-45,-26.19048,-13
1364,3,-1,-11,-14,5,-18,-19,-3,-20,-4
1365,41,-1,64,53,47,85,74,59,83.33333,14
1366,-1,-1,15,15,37,9,22,24,0,7.5
1367,-35,-1,-9,-16,2,6,-4,7,33.33333,-7.5
1368,-7,-1,-5,-11,-23,-12,-15,-25,-2.38095,-19
1369,1,-1,-48,-47,-29,-35,-25,-10,-16.66667,-14
1370,-3,-1,-24,-31,-44,-30,-33,-48,-28.57143,-20
1371,10,-1,13,10,15,7,12,6,28.57143,6.5
1372,7,-1,11,7,33,-13,12,33,-10,4.5
1373,-10,-1,-3,-8,-20,-1,-8,-27,-16.66667,-10.5
1374,12,-1,2,1,-4,-9,-4,-10,-11.90476,-10
1375,26,-1,88,78,66,95,85,69,71.42857,29
1376,-15,-1,10,2,-22,2,-11,-22,0,-8.5
1377,-1,-1,-26,-25,-40,-15,-28,-49,-9.52381,-17
1378,-10,-1,-39,-26,-18,-58,-43,-23,-50,-7.5
1379,-3,-1,-10,-12,-36,3,-1,-45,-14.28571,-18
1380,-3,-1,15,15,36,18,31,14,14.28571,6.5
1381,-4,-1,-7,-13,-15,-5,-6,-11,-11.90476,-7
1382,-21,-1,-26,-16,-17,-12,-30,-12,-8.33333,-13.5
1383,-7,-1,-11,-8,-19,-13,-19,-25,0,-9
1384,-26,-1,17,1,-14,30,21,-11,16.66667,-10.5
1385,7,-1,36,25,30,35,37,34,7.14286,5
1386,28,-1,47,57,70,56,58,50,50,19
1387,12,-1,25,26,28,24,26,26,33.33333,14
1388,-1,-1,-6,-8,13,-10,-8,15,16.66667,2.5
1389,-14,-1,-26,-20,18,-19,-22,9,-42.85714,-1
1390,41,-1,69,56,65,69,52,62,50,21
1391,-2,-1,9,3,22,23,19,20,7.14286,4
1392,31,-1,59,53,45,58,56,56,57.14286,6.5
1393,-13,-1,-1,3,-11,10,7,-13,-5.35714,-10
1394,-1,-1,-2,2,3,-8,-7,-4,-14.28571,-2
1395,-6,-1,9,14,3,4,-1,5,0,-2.5
1396,10,-1,-2,-2,18,-8,-5,11,0,6
1397,3,-1,33,36,8,47,27,10,71.42857,4
1398,-16,-1,1,-1,-26,7,-6,-17,23.21429,-12
1399,-24,-1,-13,-2,-35,-44,-37,-18,-54.7619,-14.5
1400,-18,-1,-30,-26,-47,-20,-27,-47,-23.80952,-15.5
1401,1,-1,21,17,20,23,25,24,7.14286,2
1402,-12,-1,47,44,44,62,50,47,49.20635,10
1403,-3,-1,52,41,16,52,42,25,35.71429,4
1404,31,-1,13,7,7,7,5,8,0,11.5
1405,8,-1,25,37,34,14,24,37,-8.92857,5.5
1406,17,-1,75,71,70,78,83,79,42.85714,13
1407,-17,-1,-21,-33,-16,-29,-23,-13,-28.57143,-15.5
1408,3,-1,8,1,-9,-17,-7,-1,-28.57143,-6
1409,18,-1,4,15,15,17,6,37,33.92857,3
1410,-27,-1,-83,-81,-83,-84,-83,-94,-58.33333,-33.5
1411,-22,-1,-41,-48,-41,-29,-32,-53,-12.5,-14
1412,-3,-1,-14,-9,-3,-3,-7,9,0,-7
1413,48,-1,40,42,48,61,48,46,62.5,27
1414,-6,-1,28,45,33,5,25,47,-14.28571,10
1415,-52,-1,-86,-72,-90,-85,-89,-88,-85.71429,-37
1416,-21,-1,31,42,45,59,46,46,71.42857,11.5
1417,5,-1,3,3,14,8,21,22,14.28571,12.5
1418,2,-1,7,5,-4,-6,9,13,-3.57143,-1.5
1419,-26,-1,-53,-62,-38,-49,-46,-40,-37.5,-27
1420,7,-1,48,54,31,59,53,32,32.14286,4.5
1421,-24,-1,-38,-34,-14,-43,-45,-33,-17.85714,-10
1422,-14,-1,-48,-41,-38,-56,-40,-52,-57.14286,-10
1423,31,-1,62,50,45,61,55,48,57.14286,24
1424,-35,-1,6,6,4,3,1,13,-1.78571,-2
1425,-17,-1,-55,-51,-51,-56,-66,-52,-33.33333,-24
1426,-24,-1,-62,-48,-42,-47,-31,-36,-48.21429,-20
1427,-10,-1,6,15,11,-4,-1,34,0,3
1428,-4,-1,-86,-80,-61,-91,-77,-56,-85.71429,-28.5
1429,-11,-1,-21,-10,-1,-34,-33,2,-28.57143,3
1430,35,-1,95,97,73,101,90,77,87.5,17
1431,4,-1,-9,-9,-15,-16,-20,-27,-16.07143,-16.5
1432,11,-1,31,22,32,47,37,32,44.64286,5
1433,13,-1,46,39,34,38,48,35,33.92857,13.5
1434,4,-1,20,32,9,15,13,6,28.57143,4
1435,32,-1,20,15,13,4,17,13,19.64286,7
1436,3,-1,-31,-26,8,-44,-26,12,-30.35714,-4.5
1437,21,-1,58,64,55,44,53,55,42.85714,12
1438,-23,-1,-12,-11,1,4,-1,-3,8.92857,-6.5
1439,-14,-1,-14,-15,-8,-14,-11,-16,-19.04762,-4
1440,25,-1,15,13,9,38,27,20,50,16.5
1441,7,-1,20,6,10,20,23,8,28.57143,3.5
1442,3,-1,61,64,32,72,67,54,52.77778,7.5
1443,7,-1,13,9,34,-11,-8,34,0,5.5
1444,-12,-1,22,10,3,32,22,-6,4.16667,-3
1445,4,-1,16,21,19,26,19,27,34.44444,10.5
